都道府県,データ配信元,報告日時,地方名,予報日時,天気,風,波
新潟,新潟地方気象台,2023-11-13T11:00:00+09:00,上越,2023-11-13T11:00:00+09:00,雨　時々　くもり　所により　雷　を伴う,西の風　やや強く　海上　では　北西の風　強く,２．５メートル　後　３メートル
新潟,新潟地方気象台,2023-11-13T11:00:00+09:00,上越,2023-11-14T00:00:00+09:00,くもり　朝　まで　時々　雨,西の風　はじめ　やや強く　海上　では　はじめ　北西の風　強く,３メートル　後　１メートル　うねり　を伴う
新潟,新潟地方気象台,2023-11-13T11:00:00+09:00,上越,2023-11-15T00:00:00+09:00,くもり,南の風　後　西の風,１メートル
新潟,新潟地方気象台,2023-11-13T11:00:00+09:00,佐渡,2023-11-13T11:00:00+09:00,雨　時々　くもり　所により　雷　を伴う,北西の風　やや強く　後　強く,２．５メートル　後　３メートル
新潟,新潟地方気象台,2023-11-13T11:00:00+09:00,佐渡,2023-11-14T00:00:00+09:00,くもり　朝　まで　時々　雨,北西の風　はじめ　強く,３メートル　後　２メートル　うねり　を伴う
新潟,新潟地方気象台,2023-11-13T11:00:00+09:00,佐渡,2023-11-15T00:00:00+09:00,くもり　一時　雨,南東の風　後　西の風,１．５メートル　後　１メートル
富山,富山地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-13T11:00:00+09:00,雨　時々　くもり　所により　雷　を伴う,西の風　後　南の風　海上　では　北西の風　やや強く,２．５メートル　うねり　を伴う
富山,富山地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-14T00:00:00+09:00,くもり　明け方　まで　雨,南の風　東部北　では　はじめ　西の風　やや強く,２．５メートル　後　１．５メートル　うねり　を伴う
富山,富山地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-15T00:00:00+09:00,くもり,南の風　後　西の風,１メートル
富山,富山地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-13T11:00:00+09:00,雨　時々　くもり　所により　雷　を伴う,西の風　後　南西の風　海上　では　北西の風　やや強く,１．５メートル　後　１メートル
富山,富山地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-14T00:00:00+09:00,くもり　明け方　まで　雨,南西の風,１メートル　後　０．５メートル
富山,富山地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-15T00:00:00+09:00,くもり,南西の風　後　西の風,０．５メートル
石川,金沢地方気象台,2023-11-13T11:00:00+09:00,加賀,2023-11-13T11:00:00+09:00,雨　時々　くもり　所により　雷　を伴う,北西の風　海上　では　北西の風　やや強く,３メートル
石川,金沢地方気象台,2023-11-13T11:00:00+09:00,加賀,2023-11-14T00:00:00+09:00,くもり　所により　朝晩　雨,北西の風　後　南の風,２．５メートル　後　１メートル　うねり　を伴う
石川,金沢地方気象台,2023-11-13T11:00:00+09:00,加賀,2023-11-15T00:00:00+09:00,くもり,南東の風　後　西の風,１．５メートル　後　１メートル
石川,金沢地方気象台,2023-11-13T11:00:00+09:00,能登,2023-11-13T11:00:00+09:00,雨　時々　くもり　所により　雷　を伴う,北西の風　やや強く,３メートル
石川,金沢地方気象台,2023-11-13T11:00:00+09:00,能登,2023-11-14T00:00:00+09:00,くもり　夜　雨,西の風　後　南西の風　海上　では　北西の風　やや強く,３メートル　後　１メートル　うねり　を伴う
石川,金沢地方気象台,2023-11-13T11:00:00+09:00,能登,2023-11-15T00:00:00+09:00,くもり　一時　雨,南の風　後　西の風,１．５メートル　後　１メートル
福井,福井地方気象台,2023-11-13T11:00:00+09:00,嶺北,2023-11-13T11:00:00+09:00,くもり　夕方　まで　時々　雨　所により　雷　を伴う,北の風　やや強く　海上　では　北の風　強く,４メートル　後　３メートル
福井,福井地方気象台,2023-11-13T11:00:00+09:00,嶺北,2023-11-14T00:00:00+09:00,くもり　所により　雨,北の風　後　南の風,２．５メートル　後　１．５メートル　うねり　を伴う
福井,福井地方気象台,2023-11-13T11:00:00+09:00,嶺北,2023-11-15T00:00:00+09:00,くもり,南の風　後　西の風,１．５メートル　後　１メートル
福井,福井地方気象台,2023-11-13T11:00:00+09:00,嶺南,2023-11-13T11:00:00+09:00,くもり　夕方　まで　時々　雨　所により　雷　を伴う,北の風　やや強く　海上　では　北の風　強く,４メートル　後　３メートル
福井,福井地方気象台,2023-11-13T11:00:00+09:00,嶺南,2023-11-14T00:00:00+09:00,くもり　所により　雨,北の風　後　南の風,２．５メートル　後　１メートル　うねり　を伴う
福井,福井地方気象台,2023-11-13T11:00:00+09:00,嶺南,2023-11-15T00:00:00+09:00,くもり,南の風　後　北の風,１メートル
山梨,甲府地方気象台,2023-11-13T11:00:00+09:00,中・西部,2023-11-13T11:00:00+09:00,くもり　昼過ぎ　から　晴れ,北西の風　やや強く,
山梨,甲府地方気象台,2023-11-13T11:00:00+09:00,中・西部,2023-11-14T00:00:00+09:00,晴れ　夜　くもり,北西の風　日中　南西の風,
山梨,甲府地方気象台,2023-11-13T11:00:00+09:00,中・西部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,南西の風　後　北西の風,
山梨,甲府地方気象台,2023-11-13T11:00:00+09:00,東部・富士五湖,2023-11-13T11:00:00+09:00,くもり　夕方　から　晴れ　所により　昼前　雨,西の風,
山梨,甲府地方気象台,2023-11-13T11:00:00+09:00,東部・富士五湖,2023-11-14T00:00:00+09:00,晴れ　夜　くもり,西の風　後　南東の風,
山梨,甲府地方気象台,2023-11-13T11:00:00+09:00,東部・富士五湖,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,西の風,
長野,長野地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-13T11:00:00+09:00,くもり　所により　雨か雪　で　雷を伴う,北の風,
長野,長野地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-14T00:00:00+09:00,くもり　昼前　から　時々　晴れ　所により　朝　まで　雨か雪,北の風,
長野,長野地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,南の風　後　北の風,
長野,長野地方気象台,2023-11-13T11:00:00+09:00,中部,2023-11-13T11:00:00+09:00,くもり　夕方　から　晴れ　所により　夕方　まで　雨か雪,北の風　諏訪地域　では　西の風　やや強く,
長野,長野地方気象台,2023-11-13T11:00:00+09:00,中部,2023-11-14T00:00:00+09:00,晴れ　時々　くもり,北の風　後　南の風,
長野,長野地方気象台,2023-11-13T11:00:00+09:00,中部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,南の風　後　北の風,
長野,長野地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-13T11:00:00+09:00,くもり　昼過ぎ　から　晴れ,北の風,
長野,長野地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-14T00:00:00+09:00,晴れ　時々　くもり,北の風　日中　南の風,
長野,長野地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,南の風,
岐阜,岐阜地方気象台,2023-11-13T11:00:00+09:00,美濃地方,2023-11-13T11:00:00+09:00,くもり　時々　晴れ　所により　夕方　まで　雨　で　雷を伴う,北西の風　やや強く,
岐阜,岐阜地方気象台,2023-11-13T11:00:00+09:00,美濃地方,2023-11-14T00:00:00+09:00,晴れ　時々　くもり,北西の風　日中　西の風,
岐阜,岐阜地方気象台,2023-11-13T11:00:00+09:00,美濃地方,2023-11-15T00:00:00+09:00,くもり　後　晴れ,北の風　後　南の風,
岐阜,岐阜地方気象台,2023-11-13T11:00:00+09:00,飛騨地方,2023-11-13T11:00:00+09:00,くもり　所により　雨か雪　で　雷を伴う,北西の風,
岐阜,岐阜地方気象台,2023-11-13T11:00:00+09:00,飛騨地方,2023-11-14T00:00:00+09:00,くもり　昼前　から　時々　晴れ,東の風　日中　北の風,
岐阜,岐阜地方気象台,2023-11-13T11:00:00+09:00,飛騨地方,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,北の風　後　南の風,
静岡,静岡地方気象台,2023-11-13T11:00:00+09:00,中部,2023-11-13T11:00:00+09:00,くもり　昼過ぎ　から　晴れ　所により　昼過ぎ　まで　雨　で　雷を伴う,北西の風　後　やや強く　海上　では　北西の風　強く,２メートル　後　３メートル
静岡,静岡地方気象台,2023-11-13T11:00:00+09:00,中部,2023-11-14T00:00:00+09:00,晴れ,西の風　海上　では　北西の風　やや強く,２．５メートル　後　１．５メートル
静岡,静岡地方気象台,2023-11-13T11:00:00+09:00,中部,2023-11-15T00:00:00+09:00,くもり　後　晴れ,西の風,１．５メートル
静岡,静岡地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-13T11:00:00+09:00,くもり　昼過ぎ　から　晴れ　所により　昼過ぎ　まで　雨　で　雷を伴う,北西の風　後　やや強く　海上　では　北西の風　強く,２メートル　後　３メートル
静岡,静岡地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-14T00:00:00+09:00,晴れ,西の風　海上　では　北西の風　やや強く,２．５メートル　後　１．５メートル
静岡,静岡地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-15T00:00:00+09:00,くもり　後　晴れ,西の風,１．５メートル
静岡,静岡地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-13T11:00:00+09:00,くもり　昼過ぎ　から　晴れ　所により　昼過ぎ　まで　雨　で　雷を伴う,西の風　海上　では　北の風　やや強く,１メートル
静岡,静岡地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-14T00:00:00+09:00,晴れ　時々　くもり,東の風　日中　西の風,１メートル
静岡,静岡地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-15T00:00:00+09:00,くもり　後　晴れ,西の風,１メートル
静岡,静岡地方気象台,2023-11-13T11:00:00+09:00,伊豆,2023-11-13T11:00:00+09:00,晴れ　時々　くもり　所により　昼過ぎ　まで　雨　で　雷を伴う,北西の風　後　やや強く　伊豆南　では　北西の風　強く,２メートル　後　３メートル
静岡,静岡地方気象台,2023-11-13T11:00:00+09:00,伊豆,2023-11-14T00:00:00+09:00,くもり　時々　晴れ,東の風　後　西の風　伊豆南　では　北西の風　やや強く,２．５メートル　後　１．５メートル
静岡,静岡地方気象台,2023-11-13T11:00:00+09:00,伊豆,2023-11-15T00:00:00+09:00,くもり　後　晴れ,西の風,１．５メートル
愛知,名古屋地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-13T11:00:00+09:00,晴れ,北西の風　やや強く　海上　では　北西の風　強く,１メートル
愛知,名古屋地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-14T00:00:00+09:00,晴れ　明け方　まで　くもり,北西の風　後　西の風,０．５メートル
愛知,名古屋地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-15T00:00:00+09:00,くもり　後　晴れ,北西の風,０．５メートル
愛知,名古屋地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-13T11:00:00+09:00,晴れ,北西の風　やや強く　海上　では　北西の風　強く,２．５メートル　後　２メートル　ただし　内海　では　１メートル
愛知,名古屋地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-14T00:00:00+09:00,晴れ　明け方　まで　くもり,北の風　後　北西の風　東三河南部　では　北西の風　やや強く,２メートル　後　１．５メートル　ただし　内海　では　０．５メートル
愛知,名古屋地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-15T00:00:00+09:00,くもり　後　晴れ,西の風,１．５メートル　ただし　内海　では　０．５メートル
三重,津地方気象台,2023-11-13T11:00:00+09:00,北中部,2023-11-13T11:00:00+09:00,晴れ　時々　くもり,北西の風　やや強く　後　西の風　海上　では　北西の風　強く,１メートル
三重,津地方気象台,2023-11-13T11:00:00+09:00,北中部,2023-11-14T00:00:00+09:00,晴れ　時々　くもり,西の風,０．５メートル
三重,津地方気象台,2023-11-13T11:00:00+09:00,北中部,2023-11-15T00:00:00+09:00,くもり　後　晴れ,西の風,０．５メートル
三重,津地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-13T11:00:00+09:00,晴れ　時々　くもり,北の風　やや強く　後　北西の風　海上　では　北西の風　強く,２メートル
三重,津地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-14T00:00:00+09:00,晴れ　昼前　まで　時々　くもり,西の風　日中　北の風　海上　では　はじめ　北西の風　やや強く,１．５メートル
三重,津地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-15T00:00:00+09:00,くもり　後　晴れ,北の風,１．５メートル
滋賀,彦根地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-13T11:00:00+09:00,雨　昼過ぎ　から　くもり　所により　夕方　まで　雷　を伴う,北西の風　やや強く,
滋賀,彦根地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-14T00:00:00+09:00,くもり　昼過ぎ　から　時々　晴れ　所により　明け方　まで　雨,北西の風　後　南東の風,
滋賀,彦根地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北西の風,
滋賀,彦根地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-13T11:00:00+09:00,くもり　時々　雨　所により　夕方　まで　雷　を伴う,北西の風　やや強く,
滋賀,彦根地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨,北西の風　後　南東の風,
滋賀,彦根地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北西の風,
京都,京都地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-13T11:00:00+09:00,雨　昼過ぎ　から　くもり　所により　夕方　まで　雷　を伴う,北の風　後　西の風,
京都,京都地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-14T00:00:00+09:00,晴れ　時々　くもり　所により　明け方　まで　雨,西の風,
京都,京都地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,南の風,
京都,京都地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-13T11:00:00+09:00,雨　夕方　から　時々　くもり　所により　夕方　まで　雷　を伴う,北の風　やや強く　海上　では　北の風　強く,４メートル　後　３メートル　うねり　を伴う
京都,京都地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-14T00:00:00+09:00,くもり　昼過ぎ　から　時々　晴れ　所により　昼前　まで　雨,北西の風　後　西の風　海上　では　北西の風　やや強く,２．５メートル　後　１．５メートル　うねり　を伴う
京都,京都地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,西の風,１．５メートル　後　１メートル
大阪,大阪管区気象台,2023-11-13T11:00:00+09:00,大阪府,2023-11-13T11:00:00+09:00,くもり　所により　昼前　雨,北の風　やや強く　海上　では　北の風　強く,１．５メートル　後　１メートル
大阪,大阪管区気象台,2023-11-13T11:00:00+09:00,大阪府,2023-11-14T00:00:00+09:00,晴れ　朝晩　くもり,北西の風　後　西の風,０．５メートル
大阪,大阪管区気象台,2023-11-13T11:00:00+09:00,大阪府,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北東の風　後　南西の風,０．５メートル
兵庫,神戸地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-13T11:00:00+09:00,くもり　所により　雨　で　雷を伴う,北の風　やや強く　海上　では　北の風　強く,１．５メートル　後　１メートル
兵庫,神戸地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-14T00:00:00+09:00,晴れ　時々　くもり　所により　明け方　まで　雨,北西の風　後　西の風,０．５メートル
兵庫,神戸地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北東の風,０．５メートル
兵庫,神戸地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-13T11:00:00+09:00,雨　夕方　から　時々　くもり　所により　夕方　まで　雷　を伴う,北の風　やや強く　海上　では　北の風　強く,４メートル　後　３メートル　うねり　を伴う
兵庫,神戸地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-14T00:00:00+09:00,くもり　後　晴れ　明け方　まで　雨,北西の風　後　西の風　海上　では　北西の風　やや強く,２．５メートル　後　１．５メートル　うねり　を伴う
兵庫,神戸地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,南の風,１．５メートル　後　１メートル
奈良,奈良地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-13T11:00:00+09:00,くもり　所により　昼過ぎ　まで　雨,北西の風,
奈良,奈良地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-14T00:00:00+09:00,晴れ　朝晩　くもり,南東の風　後　西の風,
奈良,奈良地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,南の風　後　西の風,
奈良,奈良地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-13T11:00:00+09:00,くもり　時々　晴れ　所により　昼過ぎ　まで　雨,北の風,
奈良,奈良地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-14T00:00:00+09:00,晴れ　朝晩　くもり,北の風　日中　南の風,
奈良,奈良地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風,
和歌山,和歌山地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-13T11:00:00+09:00,くもり　所により　昼過ぎ　まで　雨,北の風　やや強く　海上　では　北の風　強く,２メートル　後　１．５メートル
和歌山,和歌山地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-14T00:00:00+09:00,晴れ　朝晩　くもり,北の風　後　東の風,１メートル
和歌山,和歌山地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,東の風,１メートル
和歌山,和歌山地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-13T11:00:00+09:00,晴れ　時々　くもり,北の風　やや強く　海上　では　北の風　強く,３メートル　後　２メートル
和歌山,和歌山地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-14T00:00:00+09:00,晴れ,北の風　後　西の風　海上　では　西の風　やや強く,１．５メートル
和歌山,和歌山地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,北の風　後　東の風,１．５メートル
鳥取,鳥取地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-13T11:00:00+09:00,雨　所により　夕方　まで　雷　を伴う,北の風　やや強く　後　南東の風　海上　では　はじめ　北の風　強く,４メートル　後　３メートル　うねり　を伴う
鳥取,鳥取地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-14T00:00:00+09:00,くもり　昼前　から　時々　晴れ　所により　明け方　まで　雨,南東の風　後　北西の風　海上　では　南西の風　やや強く,２．５メートル　後　１．５メートル　うねり　を伴う
鳥取,鳥取地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,南東の風　後　北西の風,１．５メートル　後　１メートル
鳥取,鳥取地方気象台,2023-11-13T11:00:00+09:00,中・西部,2023-11-13T11:00:00+09:00,雨　所により　夕方　まで　雷　を伴う,北の風　やや強く　後　南の風　海上　では　はじめ　北の風　強く,４メートル　後　３メートル　うねり　を伴う
鳥取,鳥取地方気象台,2023-11-13T11:00:00+09:00,中・西部,2023-11-14T00:00:00+09:00,くもり　昼前　から　時々　晴れ,南の風　日中　西の風　海上　では　南西の風　やや強く,２．５メートル　後　１．５メートル　うねり　を伴う
鳥取,鳥取地方気象台,2023-11-13T11:00:00+09:00,中・西部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,南の風　後　西の風,１．５メートル　後　１メートル
島根,松江地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-13T11:00:00+09:00,雨　夜　くもり　所により　夕方　まで　雷　を伴う,北の風　やや強く　後　西の風,４メートル　後　３メートル　うねり　を伴う
島根,松江地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-14T00:00:00+09:00,晴れ　朝晩　くもり,西の風　海上　では　南西の風　やや強く,２．５メートル　後　１．５メートル　うねり　を伴う
島根,松江地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,西の風,１．５メートル　後　１メートル
島根,松江地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-13T11:00:00+09:00,雨　夜　くもり　所により　夕方　まで　雷　を伴う,北の風　やや強く,４メートル　後　３メートル　うねり　を伴う
島根,松江地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-14T00:00:00+09:00,晴れ　朝晩　くもり,南西の風　海上　では　南西の風　やや強く,２．５メートル　後　１．５メートル　うねり　を伴う
島根,松江地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,西の風,１．５メートル　後　１メートル
島根,松江地方気象台,2023-11-13T11:00:00+09:00,隠岐,2023-11-13T11:00:00+09:00,雨　昼過ぎ　から　くもり　所により　夕方　まで　雷　を伴う,北の風　やや強く　後　北西の風,４メートル　後　３メートル　うねり　を伴う
島根,松江地方気象台,2023-11-13T11:00:00+09:00,隠岐,2023-11-14T00:00:00+09:00,晴れ　朝晩　くもり,西の風　海上　では　南西の風　やや強く,２．５メートル　後　１．５メートル　うねり　を伴う
島根,松江地方気象台,2023-11-13T11:00:00+09:00,隠岐,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,西の風,１．５メートル　後　１メートル
岡山,岡山地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-13T11:00:00+09:00,くもり　夕方　から　晴れ　所により　昼前　雨,北西の風　はじめ　やや強く,１メートル　後　０．５メートル
岡山,岡山地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-14T00:00:00+09:00,晴れ,北西の風　日中　南西の風,０．５メートル
岡山,岡山地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,北の風　後　南西の風,０．５メートル
岡山,岡山地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-13T11:00:00+09:00,くもり　所により　夕方　まで　雨,北の風　後　西の風,
岡山,岡山地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-14T00:00:00+09:00,晴れ　明け方　まで　くもり,北西の風　日中　南西の風,
岡山,岡山地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,西の風,
広島,広島地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-13T11:00:00+09:00,くもり　所により　昼過ぎ　まで　雨　で　雷を伴う,北の風　海上　では　北の風　やや強く,１メートル　後　０．５メートル
広島,広島地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-14T00:00:00+09:00,晴れ　朝晩　くもり,北の風　日中　南西の風,０．５メートル
広島,広島地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,北の風,０．５メートル
広島,広島地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-13T11:00:00+09:00,雨　夕方　から　くもり　所により　夕方　まで　雷　を伴う,北西の風,
広島,広島地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-14T00:00:00+09:00,晴れ　朝晩　くもり,北の風　日中　西の風,
広島,広島地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,西の風,
山口,下関地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-13T11:00:00+09:00,雨　夕方　から　くもり　所により　夕方　まで　雷　を伴う,北西の風　やや強く　後　西の風,４メートル　後　２メートル　うねり　を伴う　ただし　瀬戸内側　では　１メートル　後　０．５メートル
