都道府県,データ配信元,報告日時,地方名,予報日時,天気,風,波
山口,下関地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-14T00:00:00+09:00,晴れ　昼過ぎ　から　くもり　所により　夜遅く　雨,西の風,１．５メートル　後　１メートル　ただし　瀬戸内側　では　０．５メートル
山口,下関地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,西の風　後　北西の風,１メートル　ただし　瀬戸内側　では　０．５メートル
山口,下関地方気象台,2023-11-13T11:00:00+09:00,中部,2023-11-13T11:00:00+09:00,雨　夕方　から　くもり　所により　夕方　まで　雷　を伴う,北西の風　やや強く　後　北東の風,１．５メートル　後　０．５メートル
山口,下関地方気象台,2023-11-13T11:00:00+09:00,中部,2023-11-14T00:00:00+09:00,晴れ　昼過ぎ　から　くもり　所により　夜遅く　雨,南西の風,０．５メートル
山口,下関地方気象台,2023-11-13T11:00:00+09:00,中部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風,０．５メートル
山口,下関地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-13T11:00:00+09:00,くもり　所により　夕方　まで　雨　で　雷を伴う,西の風　やや強く,１．５メートル　後　０．５メートル
山口,下関地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-14T00:00:00+09:00,晴れ　昼過ぎ　から　くもり　所により　夜遅く　雨,西の風,０．５メートル
山口,下関地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,西の風　後　南西の風,０．５メートル
山口,下関地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-13T11:00:00+09:00,雨　夕方　から　くもり　所により　夕方　まで　雷　を伴う,北の風　やや強く　後　南の風,４メートル　後　２メートル　うねり　を伴う
山口,下関地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-14T00:00:00+09:00,晴れ　昼過ぎ　から　くもり　所により　夜遅く　雨,西の風,１．５メートル　後　１メートル
山口,下関地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風,１メートル
徳島,徳島地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-13T11:00:00+09:00,雨　昼過ぎ　から　くもり　所により　夕方　まで　雷　を伴う,北の風　やや強く　海上　では　北西の風　強く,１．５メートル　後　１メートル
徳島,徳島地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-14T00:00:00+09:00,晴れ　時々　くもり,西の風　後　南の風,１メートル
徳島,徳島地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,西の風　後　北の風,１メートル
徳島,徳島地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-13T11:00:00+09:00,晴れ　時々　くもり　所により　昼過ぎ　まで　雨　で　雷を伴う,北の風　やや強く　海上　では　北西の風　強く,２．５メートル　後　２メートル
徳島,徳島地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-14T00:00:00+09:00,晴れ,西の風　日中　南東の風,１．５メートル
徳島,徳島地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,東の風,１．５メートル
香川,高松地方気象台,2023-11-13T11:00:00+09:00,香川県,2023-11-13T11:00:00+09:00,雨　昼過ぎ　から　くもり　所により　夕方　まで　雷　を伴う,北西の風　海上　では　北西の風　やや強く,１メートル　後　０．５メートル
香川,高松地方気象台,2023-11-13T11:00:00+09:00,香川県,2023-11-14T00:00:00+09:00,晴れ　朝晩　くもり,西の風,０．５メートル
香川,高松地方気象台,2023-11-13T11:00:00+09:00,香川県,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,北西の風,０．５メートル
愛媛,松山地方気象台,2023-11-13T11:00:00+09:00,中予,2023-11-13T11:00:00+09:00,雨　夕方　から　くもり　所により　夕方　まで　雷　を伴う,北の風　海上　では　北の風　やや強く,１メートル　後　０．５メートル
愛媛,松山地方気象台,2023-11-13T11:00:00+09:00,中予,2023-11-14T00:00:00+09:00,晴れ　朝晩　くもり,北東の風　日中　西の風,０．５メートル
愛媛,松山地方気象台,2023-11-13T11:00:00+09:00,中予,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,北東の風　後　東の風,０．５メートル
愛媛,松山地方気象台,2023-11-13T11:00:00+09:00,東予,2023-11-13T11:00:00+09:00,雨　夕方　から　くもり　所により　夕方　まで　雷　を伴う,北の風　海上　では　北の風　やや強く,１メートル　後　０．５メートル
愛媛,松山地方気象台,2023-11-13T11:00:00+09:00,東予,2023-11-14T00:00:00+09:00,晴れ　朝晩　くもり,東の風　日中　西の風,０．５メートル
愛媛,松山地方気象台,2023-11-13T11:00:00+09:00,東予,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,東の風　後　南東の風,０．５メートル
愛媛,松山地方気象台,2023-11-13T11:00:00+09:00,南予,2023-11-13T11:00:00+09:00,雨　夕方　から　くもり　所により　夕方　まで　雷　を伴う,北の風　やや強く　海上　では　北西の風　強く,２メートル　後　１．５メートル
愛媛,松山地方気象台,2023-11-13T11:00:00+09:00,南予,2023-11-14T00:00:00+09:00,晴れ　朝晩　くもり,東の風　日中　西の風,１メートル
愛媛,松山地方気象台,2023-11-13T11:00:00+09:00,南予,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,西の風,１メートル
高知,高知地方気象台,2023-11-13T11:00:00+09:00,中部,2023-11-13T11:00:00+09:00,晴れ　時々　くもり　所により　昼過ぎ　まで　雨　で　雷を伴う,北の風　やや強く　海上　では　北西の風　強く,２メートル　後　１．５メートル
高知,高知地方気象台,2023-11-13T11:00:00+09:00,中部,2023-11-14T00:00:00+09:00,晴れ　夜　くもり,北の風　後　南の風,１．５メートル
高知,高知地方気象台,2023-11-13T11:00:00+09:00,中部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,西の風,１．５メートル
高知,高知地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-13T11:00:00+09:00,晴れ　時々　くもり　所により　昼過ぎ　まで　雨　で　雷を伴う,北の風　やや強く　海上　では　北西の風　強く,２．５メートル　後　２メートル
高知,高知地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-14T00:00:00+09:00,晴れ,北の風　後　西の風,１．５メートル
高知,高知地方気象台,2023-11-13T11:00:00+09:00,東部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,東の風,１．５メートル
高知,高知地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-13T11:00:00+09:00,くもり　時々　晴れ　所により　夕方　まで　雨　で　雷を伴う,北の風　やや強く　海上　では　北西の風　強く,２．５メートル　後　１．５メートル
高知,高知地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-14T00:00:00+09:00,晴れ　朝晩　くもり,北の風　日中　西の風,１．５メートル
高知,高知地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,北の風,１．５メートル
福岡,福岡管区気象台,2023-11-13T11:00:00+09:00,福岡地方,2023-11-13T11:00:00+09:00,くもり　所により　夕方　まで　雨　で　雷を伴う,北の風　海上　では　北西の風　やや強く,３メートル　後　２メートル　うねり　を伴う
福岡,福岡管区気象台,2023-11-13T11:00:00+09:00,福岡地方,2023-11-14T00:00:00+09:00,晴れ　昼過ぎ　から　くもり,南の風　後　西の風,１．５メートル　後　１メートル
福岡,福岡管区気象台,2023-11-13T11:00:00+09:00,福岡地方,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風,１メートル
福岡,福岡管区気象台,2023-11-13T11:00:00+09:00,北九州地方,2023-11-13T11:00:00+09:00,くもり　昼過ぎ　一時　雨　所により　夕方　まで　雷　を伴う,北西の風　海上　では　北西の風　やや強く,３メートル　後　２メートル　うねり　を伴う　ただし　瀬戸内側　では　１メートル　後　０．５メートル
福岡,福岡管区気象台,2023-11-13T11:00:00+09:00,北九州地方,2023-11-14T00:00:00+09:00,晴れ　昼過ぎ　から　くもり,南の風　日中　西の風,１．５メートル　後　１メートル　ただし　瀬戸内側　では　０．５メートル
福岡,福岡管区気象台,2023-11-13T11:00:00+09:00,北九州地方,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,南の風　後　北の風,１メートル　ただし　瀬戸内側　では　０．５メートル
福岡,福岡管区気象台,2023-11-13T11:00:00+09:00,筑豊地方,2023-11-13T11:00:00+09:00,くもり　昼過ぎ　一時　雨　所により　夕方　まで　雷　を伴う,北西の風　後　北の風,
福岡,福岡管区気象台,2023-11-13T11:00:00+09:00,筑豊地方,2023-11-14T00:00:00+09:00,晴れ　昼過ぎ　から　くもり,南の風　日中　西の風,
福岡,福岡管区気象台,2023-11-13T11:00:00+09:00,筑豊地方,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風,
福岡,福岡管区気象台,2023-11-13T11:00:00+09:00,筑後地方,2023-11-13T11:00:00+09:00,くもり　所により　夕方　まで　雨　で　雷を伴う,北の風　海上　では　はじめ　北西の風　やや強く,１メートル　後　０．５メートル
福岡,福岡管区気象台,2023-11-13T11:00:00+09:00,筑後地方,2023-11-14T00:00:00+09:00,晴れ　昼過ぎ　から　くもり,北東の風　後　西の風,０．５メートル
福岡,福岡管区気象台,2023-11-13T11:00:00+09:00,筑後地方,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北東の風　後　北の風,０．５メートル
佐賀,佐賀地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-13T11:00:00+09:00,晴れ　所により　昼過ぎ　から　夕方　雨,北の風　後　西の風,０．５メートル
佐賀,佐賀地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-14T00:00:00+09:00,晴れ　時々　くもり,南の風　後　西の風,０．５メートル
佐賀,佐賀地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,南の風　後　北の風,０．５メートル
佐賀,佐賀地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-13T11:00:00+09:00,晴れ,北西の風　後　北の風　唐津地区　では　北西の風　やや強く,３メートル　後　１．５メートル　うねり　を伴う
佐賀,佐賀地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-14T00:00:00+09:00,晴れ　時々　くもり,南東の風　後　西の風,１．５メートル　後　１メートル
佐賀,佐賀地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北西の風,１メートル
長崎,長崎地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-13T11:00:00+09:00,くもり　昼過ぎ　晴れ　所により　昼前　雨,北の風　海上　では　北西の風　やや強く,２メートル　後　１メートル
長崎,長崎地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-14T00:00:00+09:00,くもり　昼過ぎ　まで　時々　晴れ,北東の風　後　西の風,１メートル
長崎,長崎地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風　後　北西の風,１メートル
長崎,長崎地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-13T11:00:00+09:00,くもり　昼過ぎ　晴れ　所により　昼前　雨,北西の風　後　北の風　海上　では　北西の風　やや強く,２．５メートル　後　１．５メートル　うねり　を伴う
長崎,長崎地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-14T00:00:00+09:00,くもり　昼過ぎ　まで　時々　晴れ,北の風　後　西の風,１．５メートル　後　１メートル
長崎,長崎地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北西の風,１メートル
長崎,長崎地方気象台,2023-11-13T11:00:00+09:00,壱岐・対馬,2023-11-13T11:00:00+09:00,晴れ,北の風　やや強く　後　北西の風,４メートル　後　２メートル　うねり　を伴う
長崎,長崎地方気象台,2023-11-13T11:00:00+09:00,壱岐・対馬,2023-11-14T00:00:00+09:00,晴れ,北西の風　日中　西の風,１．５メートル　後　１メートル
長崎,長崎地方気象台,2023-11-13T11:00:00+09:00,壱岐・対馬,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風　後　北西の風,１メートル
長崎,長崎地方気象台,2023-11-13T11:00:00+09:00,五島,2023-11-13T11:00:00+09:00,くもり　昼過ぎ　から　夕方　晴れ　所により　昼前　雨,北の風　やや強く　海上　では　はじめ　北の風　強く,３メートル　後　１．５メートル　うねり　を伴う
長崎,長崎地方気象台,2023-11-13T11:00:00+09:00,五島,2023-11-14T00:00:00+09:00,くもり　朝　から　昼前　晴れ　所により　夜　雨,北西の風　後　北の風,１．５メートル　後　１メートル
長崎,長崎地方気象台,2023-11-13T11:00:00+09:00,五島,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,北の風,１メートル
熊本,熊本地方気象台,2023-11-13T11:00:00+09:00,熊本地方,2023-11-13T11:00:00+09:00,晴れ　夕方　から　くもり　所により　夕方　まで　雨,北の風,１メートル　後　０．５メートル
熊本,熊本地方気象台,2023-11-13T11:00:00+09:00,熊本地方,2023-11-14T00:00:00+09:00,晴れ　昼過ぎ　から　くもり,北の風　後　西の風,０．５メートル
熊本,熊本地方気象台,2023-11-13T11:00:00+09:00,熊本地方,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風　後　西の風,０．５メートル
熊本,熊本地方気象台,2023-11-13T11:00:00+09:00,阿蘇地方,2023-11-13T11:00:00+09:00,くもり　時々　晴れ　所により　昼過ぎ　から　夕方　雨,北の風,
熊本,熊本地方気象台,2023-11-13T11:00:00+09:00,阿蘇地方,2023-11-14T00:00:00+09:00,晴れ　夕方　から　くもり,西の風　後　南西の風,
熊本,熊本地方気象台,2023-11-13T11:00:00+09:00,阿蘇地方,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北西の風　後　東の風,
熊本,熊本地方気象台,2023-11-13T11:00:00+09:00,天草・芦北地方,2023-11-13T11:00:00+09:00,晴れ　時々　くもり　所により　昼前　雨,北西の風　後　北の風　天草地方　では　はじめ　北西の風　強く,２．５メートル　後　１．５メートル　ただし　芦北地方　では　１メートル　後　０．５メートル
熊本,熊本地方気象台,2023-11-13T11:00:00+09:00,天草・芦北地方,2023-11-14T00:00:00+09:00,晴れ　夕方　から　くもり,北東の風　日中　西の風,１メートル　ただし　芦北地方　では　０．５メートル
熊本,熊本地方気象台,2023-11-13T11:00:00+09:00,天草・芦北地方,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,東の風,１メートル　ただし　芦北地方　では　０．５メートル
熊本,熊本地方気象台,2023-11-13T11:00:00+09:00,球磨地方,2023-11-13T11:00:00+09:00,くもり　昼過ぎ　から　晴れ　所により　昼前　雨,北西の風,
熊本,熊本地方気象台,2023-11-13T11:00:00+09:00,球磨地方,2023-11-14T00:00:00+09:00,晴れ　昼前　から　くもり,東の風　後　西の風,
熊本,熊本地方気象台,2023-11-13T11:00:00+09:00,球磨地方,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北西の風　後　西の風,
大分,大分地方気象台,2023-11-13T11:00:00+09:00,中部,2023-11-13T11:00:00+09:00,晴れ　昼過ぎ　から　夕方　くもり　所により　夕方　まで　雨　で　雷を伴う,西の風　やや強く　後　南の風　海上　では　はじめ　北西の風　強く,２メートル　後　０．５メートル
大分,大分地方気象台,2023-11-13T11:00:00+09:00,中部,2023-11-14T00:00:00+09:00,晴れ　夕方　から　くもり,南の風　日中　北の風,０．５メートル
大分,大分地方気象台,2023-11-13T11:00:00+09:00,中部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,南の風　後　北の風,０．５メートル
大分,大分地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-13T11:00:00+09:00,くもり　時々　晴れ　昼過ぎ　一時　雨　所により　夕方　まで　雷　を伴う,西の風　やや強く　海上　では　はじめ　北西の風　強く,２メートル　後　０．５メートル
大分,大分地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-14T00:00:00+09:00,晴れ　夕方　から　くもり,南西の風　後　西の風,０．５メートル
大分,大分地方気象台,2023-11-13T11:00:00+09:00,北部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北西の風　後　北の風,０．５メートル
大分,大分地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-13T11:00:00+09:00,くもり　時々　晴れ　所により　夕方　まで　雨　で　雷を伴う,西の風,
大分,大分地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-14T00:00:00+09:00,晴れ　夕方　から　くもり,北東の風　後　西の風,
大分,大分地方気象台,2023-11-13T11:00:00+09:00,西部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風,
大分,大分地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-13T11:00:00+09:00,晴れ　昼過ぎ　から　夕方　くもり,北西の風　やや強く　後　北の風　海上　では　はじめ　北西の風　強く,２メートル　後　１メートル
大分,大分地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-14T00:00:00+09:00,晴れ　昼過ぎ　から　くもり,北の風　日中　南の風,１メートル
大分,大分地方気象台,2023-11-13T11:00:00+09:00,南部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風,１メートル
宮崎,宮崎地方気象台,2023-11-13T11:00:00+09:00,南部平野部,2023-11-13T11:00:00+09:00,晴れ,西の風　やや強く,１．５メートル　後　１メートル
宮崎,宮崎地方気象台,2023-11-13T11:00:00+09:00,南部平野部,2023-11-14T00:00:00+09:00,晴れ,西の風,１メートル
宮崎,宮崎地方気象台,2023-11-13T11:00:00+09:00,南部平野部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風　後　北東の風,１メートル　後　１．５メートル
宮崎,宮崎地方気象台,2023-11-13T11:00:00+09:00,北部平野部,2023-11-13T11:00:00+09:00,晴れ,北西の風　やや強く　後　西の風,２メートル　後　１メートル
宮崎,宮崎地方気象台,2023-11-13T11:00:00+09:00,北部平野部,2023-11-14T00:00:00+09:00,晴れ,西の風　日中　東の風,１メートル
宮崎,宮崎地方気象台,2023-11-13T11:00:00+09:00,北部平野部,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風　後　北東の風,１メートル　後　１．５メートル
宮崎,宮崎地方気象台,2023-11-13T11:00:00+09:00,南部山沿い,2023-11-13T11:00:00+09:00,晴れ,北の風,
宮崎,宮崎地方気象台,2023-11-13T11:00:00+09:00,南部山沿い,2023-11-14T00:00:00+09:00,晴れ,北の風　後　南西の風,
宮崎,宮崎地方気象台,2023-11-13T11:00:00+09:00,南部山沿い,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風　後　北東の風,
宮崎,宮崎地方気象台,2023-11-13T11:00:00+09:00,北部山沿い,2023-11-13T11:00:00+09:00,晴れ,北西の風　後　北の風,
宮崎,宮崎地方気象台,2023-11-13T11:00:00+09:00,北部山沿い,2023-11-14T00:00:00+09:00,晴れ,北の風　後　北西の風,
宮崎,宮崎地方気象台,2023-11-13T11:00:00+09:00,北部山沿い,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風　後　北東の風,
鹿児島,鹿児島地方気象台,2023-11-13T11:00:00+09:00,薩摩地方,2023-11-13T11:00:00+09:00,晴れ,北西の風　やや強く　後　北の風,３メートル　後　２メートル
鹿児島,鹿児島地方気象台,2023-11-13T11:00:00+09:00,薩摩地方,2023-11-14T00:00:00+09:00,晴れ　昼前　から　時々　くもり,北の風,１．５メートル　後　１メートル
鹿児島,鹿児島地方気象台,2023-11-13T11:00:00+09:00,薩摩地方,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風　後　北東の風,１メートル
鹿児島,鹿児島地方気象台,2023-11-13T11:00:00+09:00,大隅地方,2023-11-13T11:00:00+09:00,晴れ,北西の風　後　北の風　海上　では　北西の風　やや強く,２．５メートル　後　２メートル
鹿児島,鹿児島地方気象台,2023-11-13T11:00:00+09:00,大隅地方,2023-11-14T00:00:00+09:00,晴れ　昼前　から　時々　くもり,北の風,１．５メートル　後　１メートル
鹿児島,鹿児島地方気象台,2023-11-13T11:00:00+09:00,大隅地方,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風　後　北東の風,１メートル　後　１．５メートル
鹿児島,鹿児島地方気象台,2023-11-13T11:00:00+09:00,種子島・屋久島地方,2023-11-13T11:00:00+09:00,くもり　夕方　から　晴れ　所により　夕方　まで　雨,北西の風　強く　後　北東の風,３メートル　後　２．５メートル
鹿児島,鹿児島地方気象台,2023-11-13T11:00:00+09:00,種子島・屋久島地方,2023-11-14T00:00:00+09:00,くもり　時々　晴れ,北東の風　後　北西の風,２メートル　後　１．５メートル
鹿児島,鹿児島地方気象台,2023-11-13T11:00:00+09:00,種子島・屋久島地方,2023-11-15T00:00:00+09:00,晴れ　時々　くもり,北の風　後　北東の風,１．５メートル
鹿児島,鹿児島地方気象台,2023-11-13T11:00:00+09:00,奄美地方,2023-11-13T11:00:00+09:00,くもり　時々　晴れ　所により　雨,北西の風　強く　後　北の風,４メートル　後　３メートル
鹿児島,鹿児島地方気象台,2023-11-13T11:00:00+09:00,奄美地方,2023-11-14T00:00:00+09:00,くもり　時々　晴れ,北の風　後　北東の風,２．５メートル　後　１．５メートル
鹿児島,鹿児島地方気象台,2023-11-13T11:00:00+09:00,奄美地方,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,北の風　後　北東の風,１．５メートル
沖縄県,沖縄気象台,2023-11-13T11:00:00+09:00,本島中南部,2023-11-13T11:00:00+09:00,くもり　昼過ぎ　から　夕方　晴れ,北の風　強く　後　北東の風　やや強く,３メートル　うねり　を伴う
沖縄県,沖縄気象台,2023-11-13T11:00:00+09:00,本島中南部,2023-11-14T00:00:00+09:00,くもり　朝　から　昼前　晴れ　所により　明け方　まで　雨,北東の風,３メートル　後　２メートル　うねり　を伴う
沖縄県,沖縄気象台,2023-11-13T11:00:00+09:00,本島中南部,2023-11-15T00:00:00+09:00,くもり　後　晴れ,北東の風,１．５メートル
沖縄県,沖縄気象台,2023-11-13T11:00:00+09:00,本島北部,2023-11-13T11:00:00+09:00,くもり　昼過ぎ　から　夕方　晴れ,北の風　強く　後　北東の風　やや強く,３メートル　うねり　を伴う
沖縄県,沖縄気象台,2023-11-13T11:00:00+09:00,本島北部,2023-11-14T00:00:00+09:00,くもり　朝　から　昼前　晴れ　所により　明け方　まで　雨,北東の風,３メートル　後　２メートル　うねり　を伴う
沖縄県,沖縄気象台,2023-11-13T11:00:00+09:00,本島北部,2023-11-15T00:00:00+09:00,くもり　後　晴れ,北東の風,１．５メートル
沖縄県,沖縄気象台,2023-11-13T11:00:00+09:00,久米島,2023-11-13T11:00:00+09:00,くもり　昼過ぎ　から　夕方　晴れ,北の風　強く　後　北東の風　やや強く,３メートル　うねり　を伴う
沖縄県,沖縄気象台,2023-11-13T11:00:00+09:00,久米島,2023-11-14T00:00:00+09:00,くもり　朝　から　昼前　晴れ　所により　明け方　まで　雨,北東の風,３メートル　後　２メートル　うねり　を伴う
沖縄県,沖縄気象台,2023-11-13T11:00:00+09:00,久米島,2023-11-15T00:00:00+09:00,くもり　後　晴れ,北東の風,１．５メートル
沖縄県,石垣島地方気象台,2023-11-13T11:00:00+09:00,石垣島地方,2023-11-13T11:00:00+09:00,くもり　所により　夕方　まで　雨,北東の風　強く　後　やや強く,４メートル　うねり　を伴う
沖縄県,石垣島地方気象台,2023-11-13T11:00:00+09:00,石垣島地方,2023-11-14T00:00:00+09:00,くもり　所により　昼過ぎ　から　雨,北東の風　やや強く,３メートル　後　２．５メートル　うねり　を伴う
沖縄県,石垣島地方気象台,2023-11-13T11:00:00+09:00,石垣島地方,2023-11-15T00:00:00+09:00,くもり　時々　晴れ,北東の風　やや強く　後　東の風　やや強く,２．５メートル
沖縄県,石垣島地方気象台,2023-11-13T11:00:00+09:00,与那国島地方,2023-11-13T11:00:00+09:00,くもり　所により　夕方　まで　雨,北東の風　強く　後　やや強く,４メートル　うねり　を伴う
沖縄県,石垣島地方気象台,2023-11-13T11:00:00+09:00,与那国島地方,2023-11-14T00:00:00+09:00,くもり　夜　雨,北東の風　やや強く,３メートル　後　２．５メートル　うねり　を伴う
沖縄県,石垣島地方気象台,2023-11-13T11:00:00+09:00,与那国島地方,2023-11-15T00:00:00+09:00,くもり　一時　雨,北東の風　やや強く　後　東の風　やや強く,２．５メートル
